type,type_num,size_adv,size_out_pct,days_fm_last,mkt_cap,return_30d_num,return 30d,return 90d,name,code,director,date,shares,rec_date
BUY,1,276.3249327,21.2,0,432,1,0.67,0.5,China Binary Sale Technology Ltd.,8255,sun jiangtao,17/1/2018,"101,760,000",20180122
SELL,-1,276.3249327,21.2,0,432,1,0.67,0.5,China Binary Sale Technology Ltd.,8255,wei zhonghua,17/1/2018,"101,760,000",20180122
SELL,-1,0.623044771,0.48,1,158,-1,-0.24,-0.2,Tai Kam Holdings Ltd.,8321,Lau Kan Sui Sanny,17/1/2018,"3,840,000",20180119
SELL,-1,0.623044771,0.48,0,158,-1,-0.24,-0.2,Tai Kam Holdings Ltd.,8321,Lau King Shun,17/1/2018,"3,840,000",20180119
BUY,1,0.096000047,0.005156109,1,2773,1,0.24,0.17,Hoifu Energy Group Ltd.,7,Hui Chi Ming,18/1/2018,"130,000",20180122
BUY,1,0.065659235,0.020089083,1,1643,-1,-0.03,0.05,Burwill Holdings Ltd.,24,CHAN Shing,18/1/2018,"1,000,000",20180122
BUY,1,0.25112463,0.00330857,1,671,-1,-0.03,-0.03,Herald Holdings Ltd.,114,CHEUNG TSANG KAY STAN,18/1/2018,"20,000",20180119
BUY,1,0.028451445,0.001883783,2,4141,1,0.01,-0.15,China Baoli Technologies Holdings Ltd.,164,Yeung Chun Wai Anthony,18/1/2018,"650,000",20180212
BUY,1,0.048148599,0.00318794,0,4141,1,0.01,-0.15,China Baoli Technologies Holdings Ltd.,164,Yeung Chun Wai Anthony,18/1/2018,"1,100,000",20180212
BUY,1,1.793148533,0.074247515,1,7655,1,0.03,0.07,Tomson Group Ltd.,258,"Tong Chi Kar, Charles",18/1/2018,"1,400,000",20180122
BUY,1,0.095145985,0.006752492,6,1807,-1,-0.03,-0.24,Mei Ah Entertainment Group Ltd.,391,Li Kuo Hsing,18/1/2018,"400,000",20180123
BUY,1,0.487906743,0.011414128,2,644,-1,-0.03,-0.01,Yau Lee Holdings Ltd.,406,Wong Ip Kuen,18/1/2018,"50,000",20180122
BUY,1,0.041194604,0.007153711,154,15705,-1,-0.09,-0.07,Luk Fook Holdings (International) Ltd.,590,"Wong Lan Sze, Nancy",18/1/2018,"42,000",20180124
BUY,1,0.317786947,0.055185767,0,15705,-1,-0.09,-0.07,Luk Fook Holdings (International) Ltd.,590,Wong Wai Sheung,18/1/2018,"324,000",20180124
BUY,1,0.012545498,0.004072649,1,51285,1,0.3,0.15,China Jinmao Holdings Group Ltd.,817,JIANG NAN,18/1/2018,"471,478",20180122
BUY,1,0.015570634,0.0050547,0,51285,1,0.3,0.15,China Jinmao Holdings Group Ltd.,817,LI CONGRUI,18/1/2018,"585,167",20180122
BUY,1,0.011753618,0.003815581,0,51285,1,0.3,0.15,China Jinmao Holdings Group Ltd.,817,SONG LIUYI,18/1/2018,"441,718",20180122
BUY,1,0.209564525,0.052466548,1,1237,-1,-0.08,0,Cybernaut International Holdings Co. Ltd.,1020,Zhu Min,18/1/2018,"2,200,000",20180119
BUY,1,1.809386372,0.122699546,41,1153,-1,-0.09,-0.16,Feiyu Technology International Co. Ltd.,1022,Yao Jianjun,18/1/2018,"1,887,000",20180124
BUY,1,0.277965301,0.010490626,1,13727,-1,-0.1,-0.12,Imperial Pacific International Holdings Ltd.,1076,CUI Li Jie,18/1/2018,"15,000,000",20180122
BUY,1,138.4159426,24.41870413,0,5316,-1,-0.07,-0.18,Realord Group Holdings Ltd.,1196,LIN XIAOHUI,18/1/2018,"280,998,482",20180126
BUY,1,138.4159426,24.41870413,0,5316,-1,-0.07,-0.18,Realord Group Holdings Ltd.,1196,SU JIAOHUA,18/1/2018,"280,998,482",20180126
BUY,1,0.199519314,0.118548014,13,1154,1,0.13,0.14,Newtree Group Holdings Ltd.,1323,WONG WAI SING,18/1/2018,"2,820,000",20180123
BUY,1,0.03538592,0.009633241,1,6382,1,0.54,1.3,Suncity Group Holdings Ltd.,1383,Lo Kai Bong,18/1/2018,"580,000",20180122
BUY,1,0.03538592,0.009633241,0,6382,1,0.54,1.3,Suncity Group Holdings Ltd.,1383,Lo Kai Bong,18/1/2018,"580,000",20180123
BUY,1,0.570478527,0.134666667,7,345,1,0.29,0.05,Pantronics Holdings Ltd.,1611,Hsu Simon Nai-Cheng,18/1/2018,"404,000",20180123
SELL,-1,0.008066037,0.007272727,1,396,-1,-0.76,-0.79,eprint Group Ltd.,1884,Chong Cheuk Ki,18/1/2018,"40,000",20180122
BUY,1,0.128716612,0.025099646,1,1052,-1,-0.04,-0.05,Hop Fung Group Holdings Ltd.,2320,Hui Sum Ping,18/1/2018,"200,000",20180119
BUY,1,0.312621389,0.012418906,1,426,-1,-0.03,-0.11,Freetech Road Recycling Technology (Holdings) Ltd.,6888,Sze Wai Pan,18/1/2018,"134,000",20180122
SELL,-1,0.783673501,0.60375,1,158,-1,-0.25,-0.21,Tai Kam Holdings Ltd.,8321,Lau Kan Sui Sanny,18/1/2018,"4,830,000",20180122
SELL,-1,0.783673501,0.60375,0,158,-1,-0.25,-0.21,Tai Kam Holdings Ltd.,8321,Lau King Shun,18/1/2018,"4,830,000",20180122
SELL,-1,0.024219584,0.008290973,115,1104,-1,-0.19,-0.38,Larry Jewelry International Co. Ltd.,8351,Shum Lok To,18/1/2018,"300,000",20180122
BUY,1,0.07384619,0.003966238,1,2773,1,0.24,0.17,Hoifu Energy Group Ltd.,7,Hui Chi Ming,19/1/2018,"100,000",20180122
BUY,1,0.039395541,0.01205345,1,1643,-1,-0.03,0.05,Burwill Holdings Ltd.,24,CHAN Shing,19/1/2018,"600,000",20180122
BUY,1,0.787452777,0.200284431,29,4193,-1,-0.16,-0.05,Cosmopolitan International Holdings Ltd.,120,Lo Yuk Sui,19/1/2018,"8,840,000",20180125
BUY,1,0.293631075,0.209854444,100,216247,-1,-0.09,-0.04,Geely Automobile Holdings Ltd.,175,LI Shu Fu,19/1/2018,"18,830,000",20180122
BUY,1,2.48735318,0.10299191,1,7655,1,0.03,0.07,Tomson Group Ltd.,258,"Tong Chi Kar, Charles",19/1/2018,"1,942,000",20180123
SELL,-1,0.013360384,0.001738555,95,359,-1,-0.08,-0.05,Leeport (Holdings) Ltd.,387,Chan Ching Huen Stanley,19/1/2018,"4,000",20180124
BUY,1,0.487906743,0.011414128,1,644,-1,-0.03,-0.01,Yau Lee Holdings Ltd.,406,Wong Ip Kuen,19/1/2018,"50,000",20180123
SELL,-1,0.089711493,0.024767842,4,18501,-1,-0.05,-0.24,China Oriental Group Co. Ltd.,581,WANG TIANYI,19/1/2018,"922,000",20180122
BUY,1,0.056887787,0.009878934,1,15705,-1,-0.07,-0.05,Luk Fook Holdings (International) Ltd.,590,"Wong Lan Sze, Nancy",19/1/2018,"58,000",20180124
BUY,1,0.547299743,0.095042155,0,15705,-1,-0.07,-0.05,Luk Fook Holdings (International) Ltd.,590,Wong Wai Sheung,19/1/2018,"558,000",20180124
BUY,1,0.801431262,0.204831719,2,1155,1,1.29,1.07,Sino Oil and Gas Holdings Ltd.,702,Dai Xiaobing,19/1/2018,"40,800,000",20180123
SELL,-1,0.176786308,0.045183467,0,1155,1,1.29,1.07,Sino Oil and Gas Holdings Ltd.,702,Dai Xiaobing,19/1/2018,"9,000,000",20180123
SELL,-1,4.214683792,1.077198966,0,1155,1,1.29,1.07,Sino Oil and Gas Holdings Ltd.,702,Dai Xiaobing,19/1/2018,"214,565,000",20180123
BUY,1,0.004681858,0.001519873,1,51285,1,0.24,0.1,China Jinmao Holdings Group Ltd.,817,JIANG NAN,19/1/2018,"175,951",20180122
BUY,1,0.005810846,0.001886377,0,51285,1,0.24,0.1,China Jinmao Holdings Group Ltd.,817,LI CONGRUI,19/1/2018,"218,380",20180122
BUY,1,0.00438634,0.001423939,0,51285,1,0.24,0.1,China Jinmao Holdings Group Ltd.,817,SONG LIUYI,19/1/2018,"164,845",20180122
BUY,1,0.254525641,0.063723007,1,1237,-1,-0.08,0,Cybernaut International Holdings Co. Ltd.,1020,Zhu Min,19/1/2018,"2,672,000",20180119
BUY,1,0.255357457,0.009637388,1,13727,-1,-0.09,-0.11,Imperial Pacific International Holdings Ltd.,1076,CUI Li Jie,19/1/2018,"13,780,000",20180123
SELL,-1,1.99183183,1.15736443,0,736,-1,-0.17,-0.12,Success Dragon International Holdings Ltd.,1182,TAN Teng Hong,19/1/2018,"24,000,000",20180123
SELL,-1,5.079218024,1.583082045,63,9159,-1,-0.1,-0.08,CT Environmental Group Ltd.,1363,Gu Yaokun,19/1/2018,"100,000,000",20180123
SELL,-1,5.079218024,1.583082045,0,9159,-1,-0.1,-0.08,CT Environmental Group Ltd.,1363,Gu Yaokun,19/1/2018,"100,000,000",20180123
BUY,1,0.010371735,0.002823536,1,6382,1,0.51,1.26,Suncity Group Holdings Ltd.,1383,Lo Kai Bong,19/1/2018,"170,000",20180122
BUY,1,0.010371735,0.002823536,0,6382,1,0.51,1.26,Suncity Group Holdings Ltd.,1383,Lo Kai Bong,19/1/2018,"170,000",20180123
BUY,1,0.016944907,0.004,1,345,1,0.29,0.05,Pantronics Holdings Ltd.,1611,Hsu Simon Nai-Cheng,19/1/2018,"12,000",20180123
BUY,1,0.02044927,0.009508249,3,36789,-1,-0.04,-0.07,KWG Property Holding Ltd.,1813,Kong Jianmin,19/1/2018,"300,000",20180122
BUY,1,0.033504637,0.004356898,4,528,1,0.02,0.01,Add New Energy Investment Holdings Group Ltd.,2623,Geng Guohua,19/1/2018,"200,000",20180122
BUY,1,0.837615924,0.108922448,0,528,1,0.02,0.01,Add New Energy Investment Holdings Group Ltd.,2623,Li Yunde,19/1/2018,"5,000,000",20180122
SELL,-1,0.138058827,0.042319511,0,964,-1,-0.08,-0.26,Sinco Pharmaceuticals Holdings Ltd.,6833,chen david yu,19/1/2018,"716,000",20180124
SELL,-1,0.138058827,0.042319511,0,964,-1,-0.08,-0.26,Sinco Pharmaceuticals Holdings Ltd.,6833,chen david yu,19/1/2018,"716,000",20180221
BUY,1,1118.2671,27.23146747,56,420,-1,-0.17,-0.09,ZMFY Automobile Glass Services Ltd.,8135,XIA XIUFENG,19/1/2018,"216,000,000",20180122
BUY,1,1118.2671,27.23146747,0,420,-1,-0.17,-0.09,ZMFY Automobile Glass Services Ltd.,8135,XIA XIUFENG,19/1/2018,"216,000,000",20180122
BUY,1,0.067938495,0.003648939,3,2773,1,0.24,0.2,Hoifu Energy Group Ltd.,7,Hui Chi Ming,22/1/2018,"92,000",20180122
BUY,1,0.001094286,7.25E-05,4,4141,1,0.04,-0.15,China Baoli Technologies Holdings Ltd.,164,Yeung Chun Wai Anthony,22/1/2018,"25,000",20180212
BUY,1,49.7462591,0.999774034,0,1514,-1,-0.01,-0.06,Sino-i Technology Ltd.,250,Chen Mingfei,22/1/2018,"199,100,000",20180124
SELL,-1,0.490980687,0.135551551,3,18501,-1,-0.05,-0.24,China Oriental Group Co. Ltd.,581,WONG MAN CHUNG FRANCIS,22/1/2018,"5,046,000",20180125
SELL,-1,0.180201394,0.049750589,0,18501,-1,-0.05,-0.24,China Oriental Group Co. Ltd.,581,WONG MAN CHUNG FRANCIS,22/1/2018,"1,852,000",20180129
SELL,-1,2.957366603,1.494583033,0,4717,1,0.52,0.42,EPI (Holdings) Ltd.,689,"Suen Cho Hung, Paul",22/1/2018,"75,000,000",20180123
SELL,-1,3.944119712,1.064228307,0,5967,-1,-0.1,-0.22,CPMC Holdings Ltd.,906,Zhang Xin,22/1/2018,"12,500,000",20180124
SELL,-1,2.682001404,0.723675249,0,5967,-1,-0.1,-0.22,CPMC Holdings Ltd.,906,Zhang Ye,22/1/2018,"8,500,000",20180124
BUY,1,4.718680752,0.446408381,7,1648,-1,-0.02,0,Wonderful Sky Financial Group Holdings Ltd.,1260,Liu Tianni,22/1/2018,"5,330,000",20180125
BUY,1,0.042362267,0.01,3,345,1,0.23,0.05,Pantronics Holdings Ltd.,1611,Hsu Simon Nai-Cheng,22/1/2018,"30,000",20180125
BUY,1,1.078170465,0.135009263,11,1728,1,0.32,0.48,Meilleure Health International Industry Group Ltd.,2327,Zhou Xuzhou,22/1/2018,"4,860,000",20180123
BUY,1,0.294167497,0.036835861,0,1728,1,0.32,0.48,Meilleure Health International Industry Group Ltd.,2327,Zhou Xuzhou,22/1/2018,"1,326,000",20180125
BUY,1,0.207728749,0.027012767,3,528,-1,-0.03,0.01,Add New Energy Investment Holdings Group Ltd.,2623,Geng Guohua,22/1/2018,"1,240,000",20180123
BUY,1,4.22962537,0.550014792,0,528,-1,-0.03,0.01,Add New Energy Investment Holdings Group Ltd.,2623,Li Yunde,22/1/2018,"25,248,000",20180123
BUY,1,0.119939371,0.013218589,4,3377,1,0.03,0,Jacobson Pharma Corporation Ltd.,2633,Pun Yue Wai,22/1/2018,"240,000",20180125
SELL,-1,5.729603685,0.631462995,0,3377,1,0.03,0,Jacobson Pharma Corporation Ltd.,2633,"Sum Kwong Yip, Derek",22/1/2018,"11,465,000",20180125
BUY,1,4.997473777,0.550774527,0,3377,1,0.03,0,Jacobson Pharma Corporation Ltd.,2633,Yim Chun Leung,22/1/2018,"10,000,000",20180125
BUY,1,0.236753266,0.090261032,137,33,-1,-0.11,-0.29,Netel Technology (Holdings) Ltd.,8256,ANG JAMES,22/1/2018,"1,096,000",20180125
BUY,1,0.236753266,0.090261032,0,33,-1,-0.11,-0.29,Netel Technology (Holdings) Ltd.,8256,Yau Pui Chi Maria,22/1/2018,"1,096,000",20180125
BUY,1,0.132923142,0.007139228,1,2773,1,0.17,0.2,Hoifu Energy Group Ltd.,7,Hui Chi Ming,23/1/2018,"180,000",20180123
SELL,-1,0.005762589,0.000990138,8,113116,-1,-0.07,-0.1,New World Development Co. Ltd.,17,"HO HAU HAY, HAMILTON",23/1/2018,"100,000",20180124
BUY,1,0.789641296,0.017365332,8,360,-1,-0.02,-0.05,Moiselle International Holdings Ltd.,130,Chan Yum Kit,23/1/2018,"50,000",20180124
BUY,1,0.789641296,0.017365332,0,360,-1,-0.02,-0.05,Moiselle International Holdings Ltd.,130,Tsui How Kiu Shirley,23/1/2018,"50,000",20180124
BUY,1,3.692345071,0.163072509,0,3633,-1,-0.2,-0.23,Orient Victory Travel Group Co. Ltd.,265,SHI Baodong,23/1/2018,"20,790,000",20180126
BUY,1,0.543289375,0.125282916,0,10365,-1,-0.07,-0.12,Greenland Hong Kong Holdings Ltd.,337,Chen Jun,23/1/2018,"3,500,000",20180126
BUY,1,0.419108946,0.096646821,0,10365,-1,-0.07,-0.12,Greenland Hong Kong Holdings Ltd.,337,Hou Guangjun,23/1/2018,"2,700,000",20180126
BUY,1,0.526214566,0.121345453,0,10365,-1,-0.07,-0.12,Greenland Hong Kong Holdings Ltd.,337,Wang Xuling,23/1/2018,"3,390,000",20180126
SELL,-1,0.160324604,0.020862662,4,359,-1,-0.08,-0.05,Leeport (Holdings) Ltd.,387,Chan Ching Huen Stanley,23/1/2018,"48,000",20180124
BUY,1,0.071359489,0.005064369,5,1807,-1,-0.04,-0.25,Mei Ah Entertainment Group Ltd.,391,Li Kuo Hsing,23/1/2018,"300,000",20180125
BUY,1,0.936780947,0.021915126,4,644,-1,-0.05,-0.02,Yau Lee Holdings Ltd.,406,Wong Ip Kuen,23/1/2018,"96,000",20180125
SELL,-1,0.160351996,0.044270502,1,18501,-1,-0.05,-0.23,China Oriental Group Co. Ltd.,581,WONG MAN CHUNG FRANCIS,23/1/2018,"1,648,000",20180129
SELL,-1,3.193955931,1.614149676,1,4717,1,0.4,0.34,EPI (Holdings) Ltd.,689,"Suen Cho Hung, Paul",23/1/2018,"81,000,000",20180124
BUY,1,0.042141727,0.004192273,4,8110,-1,-0.01,-0.06,Carnival Group International Holdings Ltd.,996,KING PAK FU,23/1/2018,"1,000,000",20180125
BUY,1,40.8342727,3.594884721,99,9253,1,0.45,0.25,OP Financial Investments Ltd.,1140,LIU Zhiwei,23/1/2018,"105,596,000",20180125
BUY,1,6.976210944,0.659980871,1,1648,-1,-0.02,0.01,Wonderful Sky Financial Group Holdings Ltd.,1260,Liu Tianni,23/1/2018,"7,880,000",20180125
BUY,1,0.243951275,0.144948068,5,1154,1,0.15,0.14,Newtree Group Holdings Ltd.,1323,WONG WAI SING,23/1/2018,"3,448,000",20180124
BUY,1,0.022593209,0.005333333,1,345,1,0.21,0.05,Pantronics Holdings Ltd.,1611,Hsu Simon Nai-Cheng,23/1/2018,"16,000",20180125
BUY,1,0.761535804,0.051072376,43,7333,-1,-0.07,-0.08,Macau Legend Development Ltd.,1680,"Chow Kam Fai, David",23/1/2018,"3,201,000",20180124
SELL,-1,0.00887264,0.008,5,396,-1,-0.76,-0.79,eprint Group Ltd.,1884,Chong Cheuk Ki,23/1/2018,"44,000",20180126
SELL,-1,0.093472666,0.011923976,7,2680,1,0.06,0.12,SMIT Holdings Ltd.,2239,Kwan Allan Chung-yuen,23/1/2018,"37,382",20180126
BUY,1,0.062988717,0.008190968,1,528,-1,-0.04,-0.01,Add New Energy Investment Holdings Group Ltd.,2623,Geng Guohua,23/1/2018,"376,000",20180124
BUY,1,0.619835784,0.080602611,0,528,-1,-0.04,-0.01,Add New Energy Investment Holdings Group Ltd.,2623,Li Yunde,23/1/2018,"3,700,000",20180124
SELL,-1,0.036289223,0.010420317,14,13354,-1,-0.14,-0.17,Lonking Holdings Ltd.,3339,CHEN CHAO,23/1/2018,"446,000",20180125
SELL,-1,0.005762589,0.000990138,1,113116,-1,-0.06,-0.09,New World Development Co. Ltd.,17,"HO HAU HAY, HAMILTON",24/1/2018,"100,000",20180125
BUY,1,0.188343473,0.002481427,6,671,-1,-0.02,-0.03,Herald Holdings Ltd.,114,CHEUNG TSANG KAY STAN,24/1/2018,"15,000",20180126
BUY,1,1.077848259,0.274144979,5,4193,-1,-0.17,-0.04,Cosmopolitan International Holdings Ltd.,120,Lo Yuk Sui,24/1/2018,"12,100,000",20180130
BUY,1,0.005471432,0.000362266,2,4141,1,0.09,-0.12,China Baoli Technologies Holdings Ltd.,164,Yeung Chun Wai Anthony,24/1/2018,"125,000",20180212
SELL,-1,83.44889454,3.468427518,0,10567,1,0.16,0.14,S E A Holdings Ltd.,251,LU LAMBERT,24/1/2018,"23,255,588",20180126
SELL,-1,19.52149881,0.811381673,0,10567,1,0.16,0.14,S E A Holdings Ltd.,251,LU WING CHI,24/1/2018,"5,440,263",20180126
BUY,1,83.44889454,3.468427518,0,10567,1,0.16,0.14,S E A Holdings Ltd.,251,LU WING CHI,24/1/2018,"23,255,588",20180126
SELL,-1,58.32980121,2.424390266,0,10567,1,0.16,0.14,S E A Holdings Ltd.,251,LU WING CHI,24/1/2018,"16,255,384",20180126
BUY,1,6.027811049,0.26621842,1,3633,-1,-0.16,-0.19,Orient Victory Travel Group Co. Ltd.,265,SHI Baodong,24/1/2018,"33,940,000",20180126
BUY,1,0.311242538,0.009863526,13,1075,-1,-0.03,-0.16,Luen Thai Holdings Ltd.,311,Tan Cho Lung Raymond,24/1/2018,"102,000",20180126
SELL,-1,4.773138123,0.338199919,1,1108,-1,-0.05,-0.06,Computime Group Ltd.,320,Auyang Ho,24/1/2018,"2,840,000",20180126
BUY,1,0.118932481,0.008440615,1,1807,-1,-0.04,-0.25,Mei Ah Entertainment Group Ltd.,391,Li Kuo Hsing,24/1/2018,"500,000",20180125
BUY,1,0.117097618,0.002739391,1,644,-1,-0.07,-0.03,Yau Lee Holdings Ltd.,406,Wong Ip Kuen,24/1/2018,"12,000",20180126
SELL,-1,0.150427297,0.041530459,1,18501,-1,-0.01,-0.24,China Oriental Group Co. Ltd.,581,WONG MAN CHUNG FRANCIS,24/1/2018,"1,546,000",20180129
BUY,1,0.088274152,0.01532938,5,15705,-1,-0.03,-0.03,Luk Fook Holdings (International) Ltd.,590,Wong Wai Sheung,24/1/2018,"90,000",20180126
BUY,1,0.143332803,0.008241876,19,437,1,0.09,-0.13,China Health Group Ltd.,673,WANG JINGMING,24/1/2018,"300,000",20180130
SELL,-1,2.791754073,1.410886383,1,4717,1,0.36,0.29,EPI (Holdings) Ltd.,689,"Suen Cho Hung, Paul",24/1/2018,"70,800,000",20180125
BUY,1,0.047016713,0.00266747,133,905,-1,-0.07,-0.21,Prosperity International Holdings (H.K.) Ltd.,803,Wong Ben Koon,24/1/2018,"340,000",20180130
BUY,1,0.047016713,0.00266747,0,905,-1,-0.07,-0.21,Prosperity International Holdings (H.K.) Ltd.,803,Wong Ben Koon,24/1/2018,"340,000",20180313
BUY,1,0.008468513,0.002749136,5,51285,1,0.03,-0.09,China Jinmao Holdings Group Ltd.,817,JIANG NAN,24/1/2018,"318,259",20180124
BUY,1,0.010510558,0.003412046,0,51285,1,0.03,-0.09,China Jinmao Holdings Group Ltd.,817,LI CONGRUI,24/1/2018,"395,002",20180124
BUY,1,0.007933967,0.002575607,0,51285,1,0.03,-0.09,China Jinmao Holdings Group Ltd.,817,SONG LIUYI,24/1/2018,"298,170",20180124
SELL,-1,32.74337348,5.838636762,0,3439,1,3.11,1.97,Branding China Group Ltd.,863,Fan Youyuan,24/1/2018,"14,700,000",20180130
SELL,-1,250.5870419,44.68344461,0,3439,1,3.11,1.97,Branding China Group Ltd.,863,Fang Bin,24/1/2018,"112,500,000",20180130
SELL,-1,46.35346628,8.265521341,0,3439,1,3.11,1.97,Branding China Group Ltd.,863,Huang Wei,24/1/2018,"20,810,194",20180130
BUY,1,1.116755761,0.111095227,1,8110,-1,-0.01,-0.06,Carnival Group International Holdings Ltd.,996,KING PAK FU,24/1/2018,"26,500,000",20180125
BUY,1,0.127086801,0.03,1,345,1,0.27,0.05,Pantronics Holdings Ltd.,1611,Hsu Simon Nai-Cheng,24/1/2018,"90,000",20180130
BUY,1,0.098503633,0.01280928,1,528,-1,-0.03,0,Add New Energy Investment Holdings Group Ltd.,2623,Li Yunde,24/1/2018,"588,000",20180125
BUY,1,0.227884804,0.025115318,2,3377,-1,-0.01,0.03,Jacobson Pharma Corporation Ltd.,2633,Yim Chun Leung,24/1/2018,"456,000",20180125
SELL,-1,0.026089685,0.008742061,2,25449,-1,-0.09,-0.14,Greentown China Holdings Ltd.,3900,Song Wei Ping,24/1/2018,"189,500",20180126
BUY,1,0.151211028,0.05764847,2,33,1,0.03,-0.23,Netel Technology (Holdings) Ltd.,8256,ANG JAMES,24/1/2018,"700,000",20180125
BUY,1,0.151211028,0.05764847,0,33,1,0.03,-0.23,Netel Technology (Holdings) Ltd.,8256,Yau Pui Chi Maria,24/1/2018,"700,000",20180125
SELL,-1,3.204462039,2.46875,6,158,-1,-0.07,-0.17,Tai Kam Holdings Ltd.,8321,Lau Kan Sui Sanny,24/1/2018,"19,750,000",20180126
SELL,-1,3.204462039,2.46875,0,158,-1,-0.07,-0.17,Tai Kam Holdings Ltd.,8321,Lau King Shun,24/1/2018,"19,750,000",20180126
BUY,1,0.006118221,0.000161935,14,5323,-1,-0.07,-0.14,Tai Cheung Holdings Ltd.,88,"Chan Pun, David",25/1/2018,"1,000",20180126
BUY,1,4.64580566,0.061208541,1,671,-1,-0.02,-0.03,Herald Holdings Ltd.,114,CHEUNG TSANG KAY STAN,25/1/2018,"370,000",20180129
BUY,1,7.89641296,0.173653319,2,360,-1,-0.02,-0.05,Moiselle International Holdings Ltd.,130,Chan Yum Kit,25/1/2018,"500,000",20180126
BUY,1,7.89641296,0.173653319,0,360,-1,-0.02,-0.05,Moiselle International Holdings Ltd.,130,Tsui How Kiu Shirley,25/1/2018,"500,000",20180126
BUY,1,10.25296205,0.452822315,1,3633,-1,-0.14,-0.17,Orient Victory Travel Group Co. Ltd.,265,SHI Baodong,25/1/2018,"57,730,000",20180126
BUY,1,1.519595922,0.048157213,1,1075,-1,-0.03,-0.16,Luen Thai Holdings Ltd.,311,Tan Cho Lung Raymond,25/1/2018,"498,000",20180129
SELL,-1,264.7322556,25,0,960,1,0.33,0.62,Softpower International Ltd.,380,LAI GUANGLIN,25/1/2018,"333,317,500",20180129
SELL,-1,0.151205705,0.041745365,1,18501,-1,-0.04,-0.25,China Oriental Group Co. Ltd.,581,WONG MAN CHUNG FRANCIS,25/1/2018,"1,554,000",20180129
BUY,1,0.147123587,0.025548966,1,15705,-1,-0.01,-0.02,Luk Fook Holdings (International) Ltd.,590,Wong Wai Sheung,25/1/2018,"150,000",20180126
BUY,1,0.286665606,0.016483752,1,437,1,0.09,-0.13,China Health Group Ltd.,673,WANG JINGMING,25/1/2018,"600,000",20180130
SELL,-1,2.898219271,1.464691373,1,4717,1,0.39,0.32,EPI (Holdings) Ltd.,689,"Suen Cho Hung, Paul",25/1/2018,"73,500,000",20180126
SELL,-1,0.707678846,0.933165244,37,247,-1,-0.06,-0.23,China Finance Investment Holdings Ltd.,875,XU Bin,25/1/2018,"96,080,000",20180129
BUY,1,0.147496044,0.014672955,1,8110,-1,-0.01,-0.06,Carnival Group International Holdings Ltd.,996,KING PAK FU,25/1/2018,"3,500,000",20180129
SELL,-1,11.43579013,1.020895346,0,1293,-1,-0.17,-0.23,MIE Holdings Corporation,1555,Zhao Jiangwei,25/1/2018,"30,000,000",20180201
BUY,1,0.203338881,0.048,1,345,1,0.27,0.05,Pantronics Holdings Ltd.,1611,Hsu Simon Nai-Cheng,25/1/2018,"144,000",20180131
BUY,1,3.515932525,2.119815668,64,430,-1,-0.18,-0.13,China Creative Global Holdings Ltd.,1678,CHEN FANGLIN,25/1/2018,"46,000,000",20180129
BUY,1,0.199661197,0.025001715,3,1728,1,0.33,0.39,Meilleure Health International Industry Group Ltd.,2327,Zhou Wen Chuan,25/1/2018,"900,000",20180126
BUY,1,0.745401803,0.093339737,0,1728,1,0.33,0.39,Meilleure Health International Industry Group Ltd.,2327,Zhou Xuzhou,25/1/2018,"3,360,000",20180126
SELL,-1,3.770718875,2.905,1,158,-1,-0.06,-0.16,Tai Kam Holdings Ltd.,8321,Lau Kan Sui Sanny,25/1/2018,"23,240,000",20180129
SELL,-1,3.770718875,2.905,0,158,-1,-0.06,-0.16,Tai Kam Holdings Ltd.,8321,Lau King Shun,25/1/2018,"23,240,000",20180129
BUY,1,1.632310097,0.021505704,1,671,-1,-0.02,-0.03,Herald Holdings Ltd.,114,CHEUNG TSANG KAY STAN,26/1/2018,"130,000",20180130
BUY,1,0.315856518,0.006946133,1,360,-1,-0.03,-0.06,Moiselle International Holdings Ltd.,130,Chan Yum Kit,26/1/2018,"20,000",20180129
BUY,1,0.315856518,0.006946133,0,360,-1,-0.03,-0.06,Moiselle International Holdings Ltd.,130,Tsui How Kiu Shirley,26/1/2018,"20,000",20180129
BUY,1,0.215397035,0.025878719,123,2025,1,0.22,0.53,Kader Holdings Co. Ltd.,180,"TING WOO SHOU, KENNETH",26/1/2018,"246,000",20180129
BUY,1,10.24408195,0.452430126,1,3633,-1,-0.18,-0.21,Orient Victory Travel Group Co. Ltd.,265,SHI Baodong,26/1/2018,"57,680,000",20180130
BUY,1,1.220558973,0.038680492,1,1075,-1,-0.04,-0.17,Luen Thai Holdings Ltd.,311,Tan Cho Lung Raymond,26/1/2018,"400,000",20180129
BUY,1,0.117097618,0.002739391,2,644,-1,-0.06,-0.03,Yau Lee Holdings Ltd.,406,Wong Ip Kuen,26/1/2018,"12,000",20180131
BUY,1,39.43155471,19.92777378,1,4717,1,0.39,0.32,EPI (Holdings) Ltd.,689,Liu Zhiyi,26/1/2018,"1,000,000,000",20180129
SELL,-1,39.43155471,19.92777378,0,4717,1,0.39,0.32,EPI (Holdings) Ltd.,689,"Suen Cho Hung, Paul",26/1/2018,"1,000,000,000",20180129
SELL,-1,1.691613697,0.854901495,0,4717,1,0.39,0.32,EPI (Holdings) Ltd.,689,"Suen Cho Hung, Paul",26/1/2018,"42,900,000",20180129
